provider_reference,negotiated_rate,billing_code,billing_code_type,negotiation_arrangement,negotiated_type,billing_class
50384,226.530000,0002M,CPT,ffs,negotiated,professional
11424,302.040000,0002M,CPT,ffs,negotiated,professional
30663,201.360000,0002M,CPT,ffs,negotiated,professional
42719,211.430000,0002M,CPT,ffs,negotiated,professional
51523,211.430000,0002M,CPT,ffs,negotiated,professional
32261,276.870000,0002M,CPT,ffs,negotiated,professional
10880,211.430000,0002M,CPT,ffs,negotiated,professional
30386,302.040000,0002M,CPT,ffs,negotiated,professional
9009,302.040000,0002M,CPT,ffs,negotiated,professional
39915,211.430000,0002M,CPT,ffs,negotiated,professional
23906,211.430000,0002M,CPT,ffs,negotiated,professional
52365,211.430000,0002M,CPT,ffs,negotiated,professional
53797,211.430000,0002M,CPT,ffs,negotiated,professional
18878,307.830000,0002M,CPT,ffs,negotiated,professional
41598,302.040000,0002M,CPT,ffs,negotiated,professional
3032,211.430000,0002M,CPT,ffs,negotiated,professional
35252,302.040000,0002M,CPT,ffs,negotiated,professional
1278,211.430000,0002M,CPT,ffs,negotiated,professional
49474,287.130000,0002M,CPT,ffs,negotiated,professional
2714,211.430000,0002M,CPT,ffs,negotiated,professional
10327,211.430000,0002M,CPT,ffs,negotiated,professional
33572,211.430000,0002M,CPT,ffs,negotiated,professional
38083,211.430000,0002M,CPT,ffs,negotiated,professional
1172,302.040000,0002M,CPT,ffs,negotiated,professional
5980,211.430000,0002M,CPT,ffs,negotiated,professional
32867,503.400000,0002M,CPT,ffs,negotiated,professional
56028,453.060000,0002M,CPT,ffs,negotiated,institutional
17407,211.430000,0002M,CPT,ffs,negotiated,professional
17783,435.440000,0002M,CPT,ffs,negotiated,professional
42203,302.040000,0002M,CPT,ffs,negotiated,professional
24209,211.430000,0002M,CPT,ffs,negotiated,professional
14190,402.720000,0002M,CPT,ffs,negotiated,professional
28826,302.040000,0002M,CPT,ffs,negotiated,professional
32163,165.120000,0002M,CPT,ffs,negotiated,professional
18747,276.870000,0002M,CPT,ffs,negotiated,professional
34072,211.430000,0002M,CPT,ffs,negotiated,professional
57832,176.190000,0002M,CPT,ffs,negotiated,professional
12447,211.430000,0002M,CPT,ffs,negotiated,professional
38937,211.430000,0002M,CPT,ffs,negotiated,professional
45041,302.040000,0002M,CPT,ffs,negotiated,professional
41006,211.430000,0002M,CPT,ffs,negotiated,professional
46927,302.040000,0002M,CPT,ffs,negotiated,professional
14819,211.430000,0002M,CPT,ffs,negotiated,professional
39764,251.700000,0002M,CPT,ffs,negotiated,professional
42270,211.430000,0002M,CPT,ffs,negotiated,professional
12308,211.430000,0002M,CPT,ffs,negotiated,professional
38441,211.430000,0002M,CPT,ffs,negotiated,professional
54217,251.700000,0002M,CPT,ffs,negotiated,professional
24977,302.040000,0002M,CPT,ffs,negotiated,professional
17944,226.530000,0002M,CPT,ffs,negotiated,professional
42058,176.190000,0002M,CPT,ffs,negotiated,professional
41985,503.400000,0002M,CPT,ffs,negotiated,professional
31085,503.400000,0002M,CPT,ffs,negotiated,professional
19028,323.370000,0002M,CPT,ffs,negotiated,professional
31640,211.430000,0002M,CPT,ffs,negotiated,professional
21922,211.430000,0002M,CPT,ffs,negotiated,professional
59295,211.430000,0002M,CPT,ffs,negotiated,professional
15988,280.900000,0002M,CPT,ffs,negotiated,professional
48838,211.430000,0002M,CPT,ffs,negotiated,professional
34620,211.430000,0002M,CPT,ffs,negotiated,professional
40399,302.040000,0002M,CPT,ffs,negotiated,professional
16971,211.430000,0002M,CPT,ffs,negotiated,professional
4773,211.430000,0002M,CPT,ffs,negotiated,professional
28662,211.430000,0002M,CPT,ffs,negotiated,professional
26014,211.430000,0002M,CPT,ffs,negotiated,professional
37573,211.430000,0002M,CPT,ffs,negotiated,professional
60131,211.430000,0002M,CPT,ffs,negotiated,professional
16015,211.430000,0002M,CPT,ffs,negotiated,professional
33977,302.040000,0002M,CPT,ffs,negotiated,professional
39655,211.430000,0002M,CPT,ffs,negotiated,professional
59807,437.960000,0002M,CPT,ffs,negotiated,professional
33700,302.040000,0002M,CPT,ffs,negotiated,professional
9027,211.430000,0002M,CPT,ffs,negotiated,professional
33381,503.400000,0002M,CPT,ffs,negotiated,professional
7506,211.430000,0002M,CPT,ffs,negotiated,professional
8045,211.430000,0002M,CPT,ffs,negotiated,professional
32944,211.430000,0002M,CPT,ffs,negotiated,professional
53876,211.430000,0002M,CPT,ffs,negotiated,professional
42227,211.430000,0002M,CPT,ffs,negotiated,professional
28310,503.400000,0002M,CPT,ffs,negotiated,professional
52449,302.040000,0002M,CPT,ffs,negotiated,professional
58377,302.040000,0002M,CPT,ffs,negotiated,professional
30607,503.400000,0002M,CPT,ffs,negotiated,professional
11365,211.430000,0002M,CPT,ffs,negotiated,professional
40146,251.700000,0002M,CPT,ffs,negotiated,professional
4798,302.040000,0002M,CPT,ffs,negotiated,professional
49636,273.850000,0002M,CPT,ffs,negotiated,professional
41425,251.700000,0002M,CPT,ffs,negotiated,professional
4503,302.040000,0002M,CPT,ffs,negotiated,professional
10117,302.040000,0002M,CPT,ffs,negotiated,professional
33157,211.430000,0002M,CPT,ffs,negotiated,professional
21024,1006.800000,0002M,CPT,ffs,negotiated,professional
6750,211.430000,0002M,CPT,ffs,negotiated,professional
59621,302.040000,0002M,CPT,ffs,negotiated,professional
37913,211.430000,0002M,CPT,ffs,negotiated,professional
36731,291.970000,0002M,CPT,ffs,negotiated,professional
55307,226.530000,0002M,CPT,ffs,negotiated,professional
36264,578.910000,0002M,CPT,ffs,negotiated,professional
56855,302.040000,0002M,CPT,ffs,negotiated,professional
2826,302.040000,0002M,CPT,ffs,negotiated,professional
32093,302.040000,0002M,CPT,ffs,negotiated,professional
18386,503.400000,0002M,CPT,ffs,negotiated,professional
57676,302.040000,0002M,CPT,ffs,negotiated,professional
45122,302.040000,0002M,CPT,ffs,negotiated,professional
20862,211.430000,0002M,CPT,ffs,negotiated,professional
41485,211.430000,0002M,CPT,ffs,negotiated,professional
25656,302.040000,0002M,CPT,ffs,negotiated,professional
10985,201.360000,0002M,CPT,ffs,negotiated,professional
3755,201.360000,0002M,CPT,ffs,negotiated,professional
10657,302.040000,0002M,CPT,ffs,negotiated,professional
50873,211.430000,0002M,CPT,ffs,negotiated,professional
49489,1686.390000,0002M,CPT,ffs,negotiated,professional
52826,211.430000,0002M,CPT,ffs,negotiated,professional
37020,211.430000,0002M,CPT,ffs,negotiated,professional
13159,302.040000,0002M,CPT,ffs,negotiated,professional
57647,211.430000,0002M,CPT,ffs,negotiated,professional
11870,211.430000,0002M,CPT,ffs,negotiated,professional
14152,302.040000,0002M,CPT,ffs,negotiated,professional
47614,251.700000,0002M,CPT,ffs,negotiated,professional
60392,810.470000,0002M,CPT,ffs,negotiated,professional
36937,604.080000,0002M,CPT,ffs,negotiated,professional
55491,256.730000,0002M,CPT,ffs,negotiated,professional
5156,241.630000,0002M,CPT,ffs,negotiated,professional
11617,211.430000,0002M,CPT,ffs,negotiated,professional
2616,211.430000,0002M,CPT,ffs,negotiated,professional
30963,302.040000,0002M,CPT,ffs,negotiated,professional
27040,211.430000,0002M,CPT,ffs,negotiated,professional
35355,251.700000,0002M,CPT,ffs,negotiated,professional
14737,211.430000,0002M,CPT,ffs,negotiated,professional
33715,211.430000,0002M,CPT,ffs,negotiated,professional
16593,312.860000,0002M,CPT,ffs,negotiated,professional
58107,503.400000,0002M,CPT,ffs,negotiated,professional
567,211.430000,0002M,CPT,ffs,negotiated,professional
7295,302.040000,0002M,CPT,ffs,negotiated,professional
39331,1121.500000,0002M,CPT,ffs,negotiated,professional
32170,251.700000,0002M,CPT,ffs,negotiated,professional
4072,302.040000,0002M,CPT,ffs,negotiated,professional
43433,211.430000,0002M,CPT,ffs,negotiated,professional
52074,211.430000,0002M,CPT,ffs,negotiated,professional
32474,1027.040000,0002M,CPT,ffs,negotiated,professional
41739,211.430000,0002M,CPT,ffs,negotiated,professional
40037,211.430000,0002M,CPT,ffs,negotiated,professional
53718,302.040000,0002M,CPT,ffs,negotiated,professional
39199,211.430000,0002M,CPT,ffs,negotiated,professional
41133,604.080000,0002M,CPT,ffs,negotiated,professional
35170,211.430000,0002M,CPT,ffs,negotiated,professional
25057,211.430000,0002M,CPT,ffs,negotiated,professional
40592,729.930000,0002M,CPT,ffs,negotiated,professional
33054,211.430000,0002M,CPT,ffs,negotiated,professional
9787,251.700000,0002M,CPT,ffs,negotiated,professional
56532,211.430000,0002M,CPT,ffs,negotiated,professional
17424,181.220000,0002M,CPT,ffs,negotiated,institutional
25284,302.040000,0002M,CPT,ffs,negotiated,professional
29314,211.430000,0002M,CPT,ffs,negotiated,professional
15602,251.700000,0002M,CPT,ffs,negotiated,professional
37000,302.040000,0002M,CPT,ffs,negotiated,professional
4526,302.040000,0002M,CPT,ffs,negotiated,professional
46046,211.430000,0002M,CPT,ffs,negotiated,professional
42985,211.430000,0002M,CPT,ffs,negotiated,professional
20963,302.040000,0002M,CPT,ffs,negotiated,professional
25271,478.230000,0002M,CPT,ffs,negotiated,professional
14100,211.430000,0002M,CPT,ffs,negotiated,professional
54862,302.040000,0002M,CPT,ffs,negotiated,professional
61480,302.040000,0002M,CPT,ffs,negotiated,professional
31409,211.430000,0002M,CPT,ffs,negotiated,professional
9981,1006.800000,0002M,CPT,ffs,negotiated,professional
19446,302.040000,0002M,CPT,ffs,negotiated,professional
5022,211.430000,0002M,CPT,ffs,negotiated,professional
58713,503.400000,0002M,CPT,ffs,negotiated,professional
36143,302.040000,0002M,CPT,ffs,negotiated,professional
51193,302.040000,0002M,CPT,ffs,negotiated,professional
41852,211.430000,0002M,CPT,ffs,negotiated,professional
34276,226.530000,0002M,CPT,ffs,negotiated,professional
24815,503.400000,0002M,CPT,ffs,negotiated,professional
2201,302.040000,0002M,CPT,ffs,negotiated,professional
14130,211.430000,0002M,CPT,ffs,negotiated,professional
31269,302.040000,0002M,CPT,ffs,negotiated,professional
44615,211.430000,0002M,CPT,ffs,negotiated,professional
9147,176.190000,0002M,CPT,ffs,negotiated,professional
50089,211.430000,0002M,CPT,ffs,negotiated,professional
7785,226.530000,0002M,CPT,ffs,negotiated,professional
9269,226.530000,0002M,CPT,ffs,negotiated,professional
17553,211.430000,0002M,CPT,ffs,negotiated,professional
54620,604.080000,0002M,CPT,ffs,negotiated,professional
47077,456.690000,0002M,CPT,ffs,negotiated,professional
8155,302.040000,0002M,CPT,ffs,negotiated,professional
31142,211.430000,0002M,CPT,ffs,negotiated,professional
20640,211.430000,0002M,CPT,ffs,negotiated,professional
29454,302.040000,0002M,CPT,ffs,negotiated,professional
48561,211.430000,0002M,CPT,ffs,negotiated,professional
20475,211.430000,0002M,CPT,ffs,negotiated,professional
56851,302.040000,0002M,CPT,ffs,negotiated,professional
10159,211.430000,0002M,CPT,ffs,negotiated,professional
37060,256.730000,0002M,CPT,ffs,negotiated,professional
51811,755.100000,0002M,CPT,ffs,negotiated,professional
37864,302.040000,0002M,CPT,ffs,negotiated,professional
45243,211.430000,0002M,CPT,ffs,negotiated,professional
3897,211.430000,0002M,CPT,ffs,negotiated,professional
60701,251.700000,0002M,CPT,ffs,negotiated,professional
35836,211.430000,0002M,CPT,ffs,negotiated,professional
33662,302.040000,0002M,CPT,ffs,negotiated,professional
26152,211.430000,0002M,CPT,ffs,negotiated,professional
34100,302.040000,0002M,CPT,ffs,negotiated,professional
35068,503.400000,0002M,CPT,ffs,negotiated,professional
474,241.630000,0002M,CPT,ffs,negotiated,professional
10059,302.040000,0002M,CPT,ffs,negotiated,professional
50529,211.430000,0002M,CPT,ffs,negotiated,professional
33471,201.360000,0002M,CPT,ffs,negotiated,professional
18934,211.430000,0002M,CPT,ffs,negotiated,professional
33842,211.430000,0002M,CPT,ffs,negotiated,professional
38745,211.430000,0002M,CPT,ffs,negotiated,professional
14927,302.040000,0002M,CPT,ffs,negotiated,professional
22999,211.430000,0002M,CPT,ffs,negotiated,professional
61085,211.430000,0002M,CPT,ffs,negotiated,professional
4658,302.040000,0002M,CPT,ffs,negotiated,professional
47059,302.040000,0002M,CPT,ffs,negotiated,professional
50597,211.430000,0002M,CPT,ffs,negotiated,professional
18991,211.430000,0002M,CPT,ffs,negotiated,professional
48223,503.400000,0002M,CPT,ffs,negotiated,professional
58842,211.430000,0002M,CPT,ffs,negotiated,professional
13372,241.630000,0002M,CPT,ffs,negotiated,professional
43524,211.430000,0002M,CPT,ffs,negotiated,professional
27224,302.040000,0002M,CPT,ffs,negotiated,professional
30823,302.040000,0002M,CPT,ffs,negotiated,professional
57236,211.430000,0002M,CPT,ffs,negotiated,professional
26689,211.430000,0002M,CPT,ffs,negotiated,professional
710,226.530000,0002M,CPT,ffs,negotiated,professional
8759,211.430000,0002M,CPT,ffs,negotiated,professional
22556,211.430000,0002M,CPT,ffs,negotiated,professional
58854,211.430000,0002M,CPT,ffs,negotiated,professional
6617,256.730000,0002M,CPT,ffs,negotiated,professional
28856,241.630000,0002M,CPT,ffs,negotiated,professional
22190,302.040000,0002M,CPT,ffs,negotiated,professional
6777,211.430000,0002M,CPT,ffs,negotiated,professional
59961,211.430000,0002M,CPT,ffs,negotiated,professional
33327,211.430000,0002M,CPT,ffs,negotiated,professional
28214,211.430000,0002M,CPT,ffs,negotiated,professional
21461,211.430000,0002M,CPT,ffs,negotiated,professional
33814,211.430000,0002M,CPT,ffs,negotiated,professional
15716,302.040000,0002M,CPT,ffs,negotiated,professional
40529,302.040000,0002M,CPT,ffs,negotiated,professional
61185,211.430000,0002M,CPT,ffs,negotiated,professional
1761,211.430000,0002M,CPT,ffs,negotiated,professional
25255,211.430000,0002M,CPT,ffs,negotiated,professional
41351,211.430000,0002M,CPT,ffs,negotiated,professional
32969,211.430000,0002M,CPT,ffs,negotiated,professional
24550,302.040000,0002M,CPT,ffs,negotiated,professional
40831,211.430000,0002M,CPT,ffs,negotiated,professional
52019,211.430000,0002M,CPT,ffs,negotiated,professional
56368,302.040000,0002M,CPT,ffs,negotiated,professional
23395,211.430000,0002M,CPT,ffs,negotiated,professional
60379,302.040000,0002M,CPT,ffs,negotiated,professional
15615,211.430000,0002M,CPT,ffs,negotiated,professional
36538,211.430000,0002M,CPT,ffs,negotiated,professional
352,302.040000,0002M,CPT,ffs,negotiated,professional
4479,211.430000,0002M,CPT,ffs,negotiated,professional
55093,226.530000,0002M,CPT,ffs,negotiated,professional
14942,211.430000,0002M,CPT,ffs,negotiated,professional
59116,211.430000,0002M,CPT,ffs,negotiated,professional
17032,252.010000,0002M,CPT,ffs,negotiated,professional
1619,211.430000,0002M,CPT,ffs,negotiated,professional
34168,211.430000,0002M,CPT,ffs,negotiated,professional
8679,654.420000,0002M,CPT,ffs,negotiated,professional
2064,211.430000,0002M,CPT,ffs,negotiated,professional
50449,211.430000,0002M,CPT,ffs,negotiated,professional
26065,211.430000,0002M,CPT,ffs,negotiated,professional
58929,211.430000,0002M,CPT,ffs,negotiated,professional
53471,302.040000,0002M,CPT,ffs,negotiated,professional
51034,211.430000,0002M,CPT,ffs,negotiated,professional
48904,302.040000,0002M,CPT,ffs,negotiated,professional
47246,211.430000,0002M,CPT,ffs,negotiated,professional
26003,211.430000,0002M,CPT,ffs,negotiated,professional
29835,211.430000,0002M,CPT,ffs,negotiated,professional
20630,211.430000,0002M,CPT,ffs,negotiated,professional
61130,176.190000,0002M,CPT,ffs,negotiated,professional
58319,226.530000,0002M,CPT,ffs,negotiated,professional
7379,211.430000,0002M,CPT,ffs,negotiated,professional
26670,176.190000,0002M,CPT,ffs,negotiated,professional
34892,211.430000,0002M,CPT,ffs,negotiated,professional
45961,226.530000,0002M,CPT,ffs,negotiated,professional
1521,302.040000,0002M,CPT,ffs,negotiated,professional
53134,1505.170000,0002M,CPT,ffs,negotiated,professional
49762,302.040000,0002M,CPT,ffs,negotiated,professional
52656,302.040000,0002M,CPT,ffs,negotiated,professional
16282,302.040000,0002M,CPT,ffs,negotiated,professional
7629,211.430000,0002M,CPT,ffs,negotiated,professional
34630,176.190000,0002M,CPT,ffs,negotiated,professional
32985,211.430000,0002M,CPT,ffs,negotiated,professional
18077,675.760000,0002M,CPT,ffs,negotiated,professional
14160,251.700000,0002M,CPT,ffs,negotiated,professional
28678,302.040000,0002M,CPT,ffs,negotiated,professional
35774,503.400000,0002M,CPT,ffs,negotiated,professional
22486,503.400000,0002M,CPT,ffs,negotiated,professional
3919,211.430000,0002M,CPT,ffs,negotiated,professional
39543,211.430000,0002M,CPT,ffs,negotiated,professional
18753,211.430000,0002M,CPT,ffs,negotiated,professional
60418,302.040000,0002M,CPT,ffs,negotiated,professional
53227,211.430000,0002M,CPT,ffs,negotiated,professional
44935,302.040000,0002M,CPT,ffs,negotiated,professional
27612,211.430000,0002M,CPT,ffs,negotiated,professional
47850,302.040000,0002M,CPT,ffs,negotiated,professional
14359,302.040000,0002M,CPT,ffs,negotiated,professional
27570,302.040000,0002M,CPT,ffs,negotiated,professional
35567,211.430000,0002M,CPT,ffs,negotiated,professional
46472,211.430000,0002M,CPT,ffs,negotiated,professional
49353,211.430000,0002M,CPT,ffs,negotiated,professional
8563,211.430000,0002M,CPT,ffs,negotiated,professional
21111,211.430000,0002M,CPT,ffs,negotiated,professional
54343,211.430000,0002M,CPT,ffs,negotiated,professional
29307,503.400000,0002M,CPT,ffs,negotiated,professional
44618,302.040000,0002M,CPT,ffs,negotiated,professional
53507,251.700000,0002M,CPT,ffs,negotiated,professional
9176,251.700000,0002M,CPT,ffs,negotiated,professional
44865,211.430000,0002M,CPT,ffs,negotiated,professional
23995,503.400000,0002M,CPT,ffs,negotiated,professional
18811,176.190000,0002M,CPT,ffs,negotiated,professional
16543,302.040000,0002M,CPT,ffs,negotiated,professional
55990,256.730000,0002M,CPT,ffs,negotiated,professional
2920,251.700000,0002M,CPT,ffs,negotiated,professional
55189,211.430000,0002M,CPT,ffs,negotiated,professional
56088,211.430000,0002M,CPT,ffs,negotiated,professional
10288,211.430000,0002M,CPT,ffs,negotiated,professional
13068,251.700000,0002M,CPT,ffs,negotiated,professional
